airline,source_city,destination_city,journey_date,departure_time,arrival_time,total_stops,travel_class,booking_window_days,season,day_of_week,is_holiday,aircraft_type,distance_km,rating,price_inr,duration_minutes,journey_month,journey_day,departure_hour,arrival_hour,route
spicejet,chennai,hyderabad,23-02-2025,20:20,02:26,2,economy,58,summer,sunday,1,B787,651,4.8,9009,366,2,23,20,2,chennai -> hyderabad
spicejet,bengaluru,chennai,24-03-2025,10:10,16:10,0,economy,26,monsoon,monday,0,B787,549,4.3,4835,360,3,24,10,16,bengaluru -> chennai
indigo,bengaluru,hyderabad,16-08-2025,13:50,19:08,0,economy,61,winter,saturday,0,A321,757,4.4,3726,318,8,16,13,19,bengaluru -> hyderabad
airasia india,pune,mumbai,14-12-2025,10:50,15:02,0,economy,47,summer,sunday,0,B787,815,3.8,5991,252,12,14,10,15,pune -> mumbai
indigo,ahmedabad,delhi,18-10-2025,12:45,17:03,1,economy,64,spring,saturday,0,ATR72,1729,4.7,8469,258,10,18,12,17,ahmedabad -> delhi
indigo,kolkata,mumbai,25-06-2025,12:45,17:39,0,economy,112,winter,wednesday,0,B787,2526,3.7,7788,294,6,25,12,17,kolkata -> mumbai
airasia india,chennai,kolkata,19-11-2025,21:45,01:57,2,business,61,spring,wednesday,1,A320,415,3.6,13710,252,11,19,21,1,chennai -> kolkata
air india,mumbai,kolkata,31-08-2025,11:00,12:42,0,economy,61,winter,sunday,0,A321,719,4,5160,102,8,31,11,12,mumbai -> kolkata
airasia india,hyderabad,ahmedabad,09-01-2025,12:50,16:32,0,economy,38,summer,thursday,0,A350,1971,4,8802,222,1,9,12,16,hyderabad -> ahmedabad
akasa air,mumbai,bengaluru,16-02-2025,17:10,18:28,0,business,104,summer,sunday,0,A321,483,3.6,7192,78,2,16,17,18,mumbai -> bengaluru
akasa air,mumbai,ahmedabad,27-07-2025,02:45,05:27,0,economy,117,winter,sunday,0,A350,1371,3.7,6586,162,7,27,2,5,mumbai -> ahmedabad
airasia india,mumbai,kolkata,17-11-2025,07:30,08:30,1,economy,69,spring,monday,0,B737,1688,4.7,8507,60,11,17,7,8,mumbai -> kolkata
vistara,hyderabad,pune,12-07-2025,14:30,18:18,0,economy,61,winter,saturday,0,B787,1836,4.2,8611,228,7,12,14,18,hyderabad -> pune
indigo,delhi,ahmedabad,08-08-2025,06:20,08:38,0,economy,48,winter,friday,0,B737,2128,3.6,9345,138,8,8,6,8,delhi -> ahmedabad
vistara,mumbai,hyderabad,07-04-2025,05:45,08:51,0,economy,66,monsoon,monday,0,ATR72,2479,4.7,10024,186,4,7,5,8,mumbai -> hyderabad
indigo,hyderabad,chennai,17-02-2025,12:40,17:46,1,economy,46,summer,monday,0,B787,496,4.5,4674,306,2,17,12,17,hyderabad -> chennai
air india,bengaluru,hyderabad,11-03-2025,21:10,01:52,1,business,12,monsoon,tuesday,1,B787,2610,3.9,30340,282,3,11,21,1,bengaluru -> hyderabad
airasia india,delhi,pune,01-10-2025,06:10,08:58,1,business,1,spring,wednesday,0,A320,1368,4,22687,168,10,1,6,8,delhi -> pune
indigo,pune,bengaluru,25-11-2025,01:00,04:06,1,economy,34,spring,tuesday,0,B737,563,3.8,4939,186,11,25,1,4,pune -> bengaluru
akasa air,delhi,chennai,27-09-2025,07:00,08:06,0,economy,49,spring,saturday,0,B737,1492,3.6,8570,66,9,27,7,8,delhi -> chennai
airasia india,pune,chennai,21-09-2025,00:00,01:42,0,economy,56,spring,sunday,0,ATR72,2327,4,10461,102,9,21,0,1,pune -> chennai
spicejet,chennai,delhi,01-02-2025,10:40,16:16,2,economy,22,summer,saturday,0,B787,870,3.7,7224,336,2,1,10,16,chennai -> delhi
airasia india,kolkata,delhi,01-07-2025,08:00,14:18,2,economy,68,winter,tuesday,0,A350,1890,4.2,8989,378,7,1,8,14,kolkata -> delhi
vistara,delhi,kolkata,08-05-2025,14:30,16:12,1,economy,28,monsoon,thursday,0,ATR72,1058,4.3,7700,102,5,8,14,16,delhi -> kolkata
akasa air,mumbai,hyderabad,29-11-2025,06:00,08:00,0,economy,44,spring,saturday,0,ATR72,2591,4,12406,120,11,29,6,8,mumbai -> hyderabad
akasa air,hyderabad,mumbai,23-01-2025,20:30,23:18,0,economy,4,summer,thursday,0,A321,1295,3.7,8697,168,1,23,20,23,hyderabad -> mumbai
airasia india,hyderabad,chennai,15-05-2025,01:50,06:26,1,economy,61,monsoon,thursday,0,B737,1646,4.8,14985,276,5,15,1,6,hyderabad -> chennai
air india,ahmedabad,delhi,19-05-2025,07:00,11:54,2,business,9,monsoon,monday,0,A350,713,4.6,15273,294,5,19,7,11,ahmedabad -> delhi
akasa air,bengaluru,delhi,03-10-2025,20:00,02:24,0,business,61,spring,friday,0,A350,2642,4.7,21662,384,10,3,20,2,bengaluru -> delhi
vistara,hyderabad,kolkata,30-03-2025,10:10,15:04,2,business,30,monsoon,sunday,1,B787,1438,4,24692,294,3,30,10,15,hyderabad -> kolkata
airasia india,bengaluru,pune,08-08-2025,20:00,23:00,1,economy,61,winter,friday,0,ATR72,1777,3.9,10810,180,8,8,20,23,bengaluru -> pune
vistara,chennai,bengaluru,29-09-2025,12:30,16:18,1,economy,15,spring,monday,0,B787,1070,4.5,5406,1422,9,29,12,16,chennai -> bengaluru
vistara,bengaluru,kolkata,18-12-2025,20:20,01:08,0,economy,54,summer,thursday,0,A320,1231,3.9,6054,288,12,18,20,1,bengaluru -> kolkata
indigo,kolkata,delhi,29-01-2025,03:30,07:00,2,business,88,summer,wednesday,0,B737,1947,4,20465,210,1,29,3,7,kolkata -> delhi
vistara,chennai,bengaluru,28-12-2025,13:15,16:21,0,economy,120,summer,sunday,0,B737,2035,4.5,7999,186,12,28,13,16,chennai -> bengaluru
akasa air,hyderabad,bengaluru,31-07-2025,04:20,08:20,0,economy,37,winter,thursday,0,A321,884,4.5,4756,240,7,31,4,8,hyderabad -> bengaluru
vistara,kolkata,pune,20-06-2025,22:00,01:24,0,economy,109,winter,wednesday,1,B787,1079,4.5,6127,204,6,20,22,1,kolkata -> pune
airasia india,chennai,ahmedabad,28-06-2025,18:10,22:28,0,business,42,winter,saturday,0,B737,738,3.7,11625,258,6,28,18,22,chennai -> ahmedabad
vistara,chennai,kolkata,07-11-2025,11:20,14:26,2,economy,38,spring,friday,0,B787,538,3.9,5618,186,11,7,11,14,chennai -> kolkata
air india,mumbai,ahmedabad,15-10-2025,03:20,07:14,0,business,32,spring,wednesday,0,A320,1184,4.4,13439,234,10,15,3,7,mumbai -> ahmedabad
airasia india,mumbai,delhi,23-01-2025,10:20,13:38,0,economy,47,summer,thursday,0,A320,1033,4.1,4822,198,1,23,10,13,mumbai -> delhi
akasa air,mumbai,pune,05-05-2025,02:00,04:00,0,economy,18,monsoon,monday,0,A350,2253,4.2,10263,120,5,5,2,4,mumbai -> pune
airasia india,bengaluru,delhi,22-07-2025,20:15,01:39,0,business,80,winter,tuesday,0,A350,440,4.8,7048,324,7,22,20,1,bengaluru -> delhi
vistara,bengaluru,kolkata,14-03-2025,15:45,22:27,1,economy,25,monsoon,friday,0,A350,2424,4.3,11322,402,3,14,15,22,bengaluru -> kolkata
spicejet,bengaluru,mumbai,11-10-2025,09:40,15:28,0,economy,30,spring,saturday,0,A321,2627,4.2,11480,348,10,11,9,15,bengaluru -> mumbai
akasa air,hyderabad,mumbai,15-07-2025,05:20,09:20,1,economy,35,winter,tuesday,0,B787,2703,4.2,10595,240,7,15,5,9,hyderabad -> mumbai
airasia india,kolkata,hyderabad,24-11-2025,23:45,06:21,0,economy,94,spring,wednesday,0,A321,475,4.6,3792,396,11,24,23,6,kolkata -> hyderabad
indigo,hyderabad,delhi,12-05-2025,23:00,01:00,0,economy,108,monsoon,monday,0,ATR72,2114,3.9,6931,120,5,12,23,1,hyderabad -> delhi
airasia india,kolkata,ahmedabad,23-07-2025,21:20,03:32,2,economy,68,winter,wednesday,0,B787,2738,3.8,10089,372,7,23,21,3,kolkata -> ahmedabad
akasa air,kolkata,bengaluru,04-02-2025,09:10,14:16,0,economy,11,summer,tuesday,0,ATR72,1819,4.5,9141,306,2,4,9,14,kolkata -> bengaluru
vistara,chennai,ahmedabad,13-10-2025,11:20,17:14,0,economy,110,spring,monday,0,A320,2290,4.2,2355,354,10,13,11,17,chennai -> ahmedabad
air india,pune,delhi,19-07-2025,03:40,07:04,1,economy,12,winter,saturday,0,A350,1155,4.4,6870,204,7,19,3,7,pune -> delhi
akasa air,ahmedabad,hyderabad,12-08-2025,09:30,15:54,1,economy,79,winter,tuesday,0,A320,593,4.7,3429,384,8,12,9,15,ahmedabad -> hyderabad
air india,kolkata,hyderabad,03-04-2025,03:20,08:08,0,business,77,monsoon,thursday,0,B787,1243,4.6,11507,288,4,3,3,8,kolkata -> hyderabad
vistara,chennai,mumbai,03-03-2025,02:50,05:08,0,economy,61,monsoon,monday,0,A350,2133,4,8722,138,3,3,2,5,chennai -> mumbai
air india,ahmedabad,bengaluru,04-09-2025,17:00,19:48,1,economy,61,spring,thursday,0,A320,835,4.9,4433,168,9,4,17,19,ahmedabad -> bengaluru
spicejet,delhi,chennai,27-11-2025,22:15,00:45,1,economy,61,spring,thursday,0,ATR72,1824,3.7,21649,150,11,27,22,0,delhi -> chennai
air india,bengaluru,pune,06-01-2025,18:00,23:24,2,economy,106,summer,monday,0,B787,1835,3.8,7777,324,1,6,18,23,bengaluru -> pune
airasia india,mumbai,delhi,10-08-2025,03:00,04:06,1,business,12,winter,sunday,0,B787,473,3.6,12514,66,8,10,3,4,mumbai -> delhi
air india,hyderabad,chennai,08-09-2025,17:15,19:57,0,economy,25,spring,monday,0,A350,2692,4.8,9506,162,9,8,17,19,hyderabad -> chennai
indigo,hyderabad,pune,08-02-2025,05:50,10:02,0,economy,112,summer,saturday,0,A321,1647,4.3,6963,252,2,8,5,10,hyderabad -> pune
akasa air,hyderabad,pune,30-11-2025,22:20,01:14,0,economy,30,spring,sunday,0,A320,2628,4.4,11481,174,11,30,22,1,hyderabad -> pune
air india,ahmedabad,bengaluru,17-10-2025,15:40,18:22,1,business,106,spring,friday,0,B737,2534,4.5,22898,162,10,17,15,18,ahmedabad -> bengaluru
air india,ahmedabad,pune,14-01-2025,22:40,02:10,0,economy,43,summer,tuesday,1,A321,871,4.8,4707,210,1,14,22,2,ahmedabad -> pune
airasia india,ahmedabad,bengaluru,06-10-2025,06:50,10:32,0,economy,103,spring,monday,0,B787,856,4.7,4659,222,10,6,6,10,ahmedabad -> bengaluru
indigo,bengaluru,kolkata,14-03-2025,21:20,02:02,0,economy,20,monsoon,friday,0,B787,2010,4.2,10358,282,3,14,21,2,bengaluru -> kolkata
indigo,pune,chennai,15-09-2025,03:20,06:32,0,economy,61,spring,monday,0,A320,894,3.6,5111,192,9,15,3,6,pune -> chennai
akasa air,kolkata,mumbai,11-01-2025,02:30,07:42,0,economy,102,summer,saturday,0,A321,2569,3.7,9090,312,1,11,2,7,kolkata -> mumbai
air india,pune,delhi,26-10-2025,00:30,04:24,0,economy,61,spring,sunday,0,A350,2374,4.7,9650,234,10,26,0,4,pune -> delhi
spicejet,pune,ahmedabad,27-03-2025,11:45,14:15,0,economy,111,monsoon,thursday,0,B737,2201,4.6,6892,150,3,27,11,14,pune -> ahmedabad
indigo,hyderabad,kolkata,20-12-2025,19:30,23:54,1,economy,67,summer,saturday,0,A350,2659,4,10528,264,12,20,19,23,hyderabad -> kolkata
spicejet,ahmedabad,bengaluru,14-05-2025,11:15,14:45,0,economy,112,monsoon,wednesday,0,ATR72,2776,3.6,8522,210,5,14,11,14,ahmedabad -> bengaluru
airasia india,chennai,pune,28-04-2025,15:20,21:02,0,business,106,monsoon,monday,0,A320,657,4.8,6717,342,4,28,15,21,chennai -> pune
vistara,chennai,hyderabad,30-07-2025,19:45,23:03,0,economy,34,winter,wednesday,0,A350,890,4.5,4332,198,7,30,19,23,chennai -> hyderabad
akasa air,ahmedabad,bengaluru,13-03-2025,19:30,21:54,0,business,71,monsoon,thursday,0,B737,2184,4.6,16776,144,3,13,19,21,ahmedabad -> bengaluru
airasia india,chennai,mumbai,03-07-2025,19:15,21:27,0,economy,94,winter,thursday,0,A321,1310,4.8,4186,132,7,3,19,21,chennai -> mumbai
spicejet,hyderabad,mumbai,13-08-2025,19:10,00:28,0,economy,86,winter,wednesday,0,A350,694,4.8,3332,318,8,13,19,0,hyderabad -> mumbai
akasa air,delhi,chennai,19-12-2025,19:30,21:30,2,economy,119,summer,friday,0,B737,2174,4.8,11101,120,12,19,19,21,delhi -> chennai
akasa air,bengaluru,delhi,11-06-2025,07:45,12:27,0,economy,106,winter,wednesday,0,A320,367,4.2,2884,282,6,11,7,12,bengaluru -> delhi
spicejet,chennai,mumbai,03-01-2025,23:40,01:16,0,economy,37,summer,friday,0,B737,1088,4.2,6183,96,1,3,23,1,chennai -> mumbai
indigo,delhi,bengaluru,01-06-2025,22:10,02:58,1,economy,14,winter,sunday,0,ATR72,1364,3.9,9326,288,6,1,22,2,delhi -> bengaluru
akasa air,hyderabad,ahmedabad,24-08-2025,00:10,02:52,1,economy,66,winter,sunday,0,A350,2417,3.8,9377,162,8,24,0,2,hyderabad -> ahmedabad
akasa air,chennai,pune,24-11-2025,10:50,13:32,1,economy,28,spring,monday,0,ATR72,2278,4.3,9814,162,11,24,10,13,chennai -> pune
airasia india,pune,mumbai,01-09-2025,08:30,11:30,0,economy,85,spring,monday,0,A320,1431,4.6,4308,1266,9,1,8,11,pune -> mumbai
indigo,delhi,mumbai,07-11-2025,15:30,17:48,2,economy,26,spring,friday,0,A350,2555,4.6,13215,138,11,7,15,17,delhi -> mumbai
vistara,hyderabad,delhi,16-11-2025,03:45,07:03,1,economy,11,spring,sunday,0,A321,1380,3.6,8286,198,11,16,3,7,hyderabad -> delhi
indigo,pune,mumbai,15-04-2025,15:00,21:06,2,economy,113,monsoon,tuesday,0,A320,1012,4.3,6129,366,4,15,15,21,pune -> mumbai
vistara,chennai,kolkata,16-10-2025,03:20,09:02,0,economy,98,spring,thursday,0,A350,2339,3.7,8553,342,10,16,3,9,chennai -> kolkata
airasia india,chennai,pune,10-12-2025,22:50,04:14,0,economy,59,summer,wednesday,0,B737,1410,4.8,7291,324,12,10,22,4,chennai -> pune
indigo,chennai,hyderabad,29-04-2025,19:15,23:09,1,economy,59,monsoon,tuesday,0,A321,661,4,5944,234,4,29,19,23,chennai -> hyderabad
airasia india,hyderabad,ahmedabad,11-08-2025,19:20,23:08,1,economy,113,winter,monday,0,B737,1298,4.7,5734,228,8,11,19,23,hyderabad -> ahmedabad
air india,pune,chennai,18-11-2025,12:00,16:18,2,economy,99,spring,tuesday,0,A321,2494,4,9873,258,11,18,12,16,pune -> chennai
spicejet,chennai,hyderabad,21-07-2025,02:10,08:52,1,economy,61,winter,monday,0,A320,1545,3.8,9051,402,7,21,2,8,chennai -> hyderabad
spicejet,delhi,hyderabad,25-05-2025,10:45,14:39,0,economy,62,monsoon,sunday,0,B787,1373,4.9,4783,234,5,25,10,14,delhi -> hyderabad
airasia india,delhi,hyderabad,14-05-2025,03:10,05:22,0,economy,104,monsoon,wednesday,0,ATR72,1169,3.7,4170,132,5,14,3,5,delhi -> hyderabad
airasia india,pune,bengaluru,15-02-2025,16:10,22:28,0,economy,4,summer,saturday,0,B787,474,3.7,5116,378,2,15,16,22,pune -> bengaluru
vistara,pune,ahmedabad,18-12-2025,00:10,04:46,2,economy,73,summer,thursday,0,A350,2291,4.2,11685,276,12,18,0,4,pune -> ahmedabad
spicejet,chennai,bengaluru,11-02-2025,00:40,04:40,0,economy,39,summer,tuesday,0,B787,2769,4.8,9732,240,2,11,0,4,chennai -> bengaluru
airasia india,mumbai,chennai,27-04-2025,07:15,11:15,1,business,61,monsoon,sunday,0,ATR72,769,4.3,12436,240,4,27,7,11,mumbai -> chennai
airasia india,chennai,mumbai,03-10-2025,23:45,03:45,1,economy,56,spring,friday,0,B787,1366,4.4,8159,240,10,3,23,3,chennai -> mumbai
airasia india,chennai,ahmedabad,10-10-2025,09:15,11:27,0,economy,67,spring,friday,0,B787,754,4.6,4354,132,10,10,9,11,chennai -> ahmedabad
airasia india,ahmedabad,delhi,12-08-2025,10:40,16:22,2,economy,120,winter,tuesday,0,A321,888,4.6,7008,342,8,12,10,16,ahmedabad -> delhi
spicejet,chennai,pune,20-08-2025,15:30,19:24,0,economy,116,winter,wednesday,0,B737,2573,4.8,8930,234,8,20,15,19,chennai -> pune
airasia india,ahmedabad,bengaluru,02-07-2025,16:40,19:22,0,economy,20,winter,wednesday,0,B787,2752,3.8,11863,162,7,2,16,19,ahmedabad -> bengaluru
vistara,chennai,hyderabad,27-06-2025,00:00,04:06,2,economy,97,winter,friday,0,ATR72,1928,3.8,8775,246,6,27,0,4,chennai -> hyderabad
airasia india,hyderabad,pune,25-12-2025,11:10,14:46,1,economy,80,summer,thursday,0,B787,1923,4.1,8558,216,12,25,11,14,hyderabad -> pune
indigo,bengaluru,pune,27-10-2025,22:15,00:09,0,economy,41,spring,monday,0,ATR72,1597,4.3,6961,114,10,27,22,0,bengaluru -> pune
air india,mumbai,kolkata,24-06-2025,23:45,03:51,0,economy,13,winter,tuesday,0,B787,1704,3.8,8114,246,6,24,23,3,mumbai -> kolkata
airasia india,hyderabad,mumbai,15-12-2025,05:15,08:45,0,economy,27,summer,monday,0,A350,2448,4.9,11075,210,12,15,5,8,hyderabad -> mumbai
indigo,delhi,hyderabad,11-04-2025,18:50,20:02,1,business,79,monsoon,friday,1,A321,711,3.6,14378,72,4,11,18,20,delhi -> hyderabad
akasa air,bengaluru,chennai,14-05-2025,21:10,01:04,0,economy,89,monsoon,wednesday,0,A350,1207,4.2,4115,234,5,14,21,1,bengaluru -> chennai
indigo,bengaluru,kolkata,04-08-2025,04:40,08:22,0,economy,30,winter,monday,0,A320,1205,3.8,7226,222,8,4,4,8,bengaluru -> kolkata
airasia india,mumbai,delhi,24-08-2025,14:45,19:33,0,economy,20,winter,sunday,0,A350,1689,4.3,9288,288,8,24,14,19,mumbai -> delhi
airasia india,pune,chennai,17-06-2025,20:45,01:09,0,economy,36,winter,tuesday,0,A350,488,3.8,5030,264,6,17,20,1,pune -> chennai
vistara,hyderabad,kolkata,29-06-2025,21:45,01:33,0,economy,33,winter,sunday,0,B787,978,4.6,4768,228,6,29,21,1,hyderabad -> kolkata
air india,bengaluru,delhi,16-11-2025,13:20,16:44,0,economy,39,spring,sunday,0,B737,1945,4.6,10273,204,11,16,13,16,bengaluru -> delhi
spicejet,delhi,bengaluru,02-02-2025,14:15,18:57,0,economy,39,summer,sunday,0,B787,2257,4.4,9141,282,2,2,14,18,delhi -> bengaluru
indigo,bengaluru,ahmedabad,06-09-2025,03:15,06:15,0,economy,77,spring,saturday,0,B787,484,4.9,4275,180,9,6,3,6,bengaluru -> ahmedabad
spicejet,mumbai,hyderabad,01-10-2025,14:40,15:46,1,economy,13,spring,wednesday,0,A320,479,4,4528,66,10,1,14,15,mumbai -> hyderabad
spicejet,hyderabad,mumbai,29-06-2025,00:40,06:16,0,business,78,winter,sunday,1,A320,376,4.3,9399,1104,6,29,0,6,hyderabad -> mumbai
airasia india,pune,chennai,05-10-2025,07:00,11:24,0,business,102,spring,sunday,0,A320,701,3.8,10363,264,10,5,7,11,pune -> chennai
air india,pune,ahmedabad,03-06-2025,17:20,22:32,2,economy,68,winter,tuesday,0,A320,1470,3.8,8961,312,6,3,17,22,pune -> ahmedabad
indigo,chennai,pune,20-12-2025,11:40,14:28,0,economy,61,summer,saturday,0,A350,1468,4.2,6227,168,12,20,11,14,chennai -> pune
vistara,delhi,ahmedabad,25-11-2025,00:20,02:26,0,economy,23,spring,tuesday,0,B737,2158,4.1,10246,126,11,25,0,2,delhi -> ahmedabad
spicejet,chennai,delhi,01-05-2025,05:20,08:20,1,economy,55,monsoon,thursday,0,B737,2026,4.5,8347,180,5,1,5,8,chennai -> delhi
airasia india,bengaluru,pune,27-01-2025,01:30,03:48,1,economy,78,summer,monday,0,B737,2285,4.8,8717,138,1,27,1,3,bengaluru -> pune
indigo,pune,chennai,22-12-2025,07:00,10:54,0,economy,54,summer,monday,0,A350,2296,4.2,8972,234,12,22,7,10,pune -> chennai
air india,pune,bengaluru,26-10-2025,16:50,21:50,0,economy,47,spring,sunday,1,ATR72,2392,4.8,12188,300,10,26,16,21,pune -> bengaluru
air india,ahmedabad,chennai,29-05-2025,03:20,07:14,1,economy,119,monsoon,thursday,0,ATR72,557,4.8,4241,234,5,29,3,7,ahmedabad -> chennai
spicejet,ahmedabad,kolkata,05-05-2025,22:00,23:54,0,economy,61,monsoon,monday,0,ATR72,2383,4.4,8975,114,5,5,22,23,ahmedabad -> kolkata
vistara,bengaluru,ahmedabad,06-07-2025,03:30,05:54,1,business,95,winter,sunday,0,A350,1436,4.7,15721,144,7,6,3,5,bengaluru -> ahmedabad
air india,chennai,pune,26-05-2025,02:30,08:12,1,economy,72,monsoon,monday,0,B737,2425,4,10980,342,5,26,2,8,chennai -> pune
airasia india,kolkata,delhi,21-03-2025,00:20,03:08,2,economy,116,monsoon,friday,0,A350,523,3.7,6523,168,3,21,0,3,kolkata -> delhi
vistara,hyderabad,bengaluru,01-03-2025,02:20,06:50,0,economy,83,monsoon,saturday,0,B787,2175,3.7,7354,270,3,1,2,6,hyderabad -> bengaluru
spicejet,ahmedabad,delhi,01-06-2025,20:20,01:14,0,economy,2,winter,sunday,0,B787,840,3.6,6931,294,6,1,20,1,ahmedabad -> delhi
airasia india,mumbai,kolkata,31-03-2025,04:10,09:04,0,economy,33,monsoon,monday,0,B787,1157,4.7,5772,294,3,31,4,9,mumbai -> kolkata
vistara,mumbai,ahmedabad,11-08-2025,08:10,12:28,0,economy,4,winter,monday,0,B737,402,3.9,4494,258,8,11,8,12,mumbai -> ahmedabad
airasia india,ahmedabad,chennai,19-06-2025,14:30,19:24,0,economy,55,winter,thursday,0,ATR72,1089,3.8,4723,294,6,19,14,19,ahmedabad -> chennai
air india,ahmedabad,chennai,15-07-2025,05:40,08:22,0,economy,83,winter,tuesday,0,A320,1533,4.5,4679,162,7,15,5,8,ahmedabad -> chennai
akasa air,kolkata,bengaluru,30-07-2025,03:40,06:52,1,economy,72,winter,wednesday,0,A320,2614,4.4,9787,192,7,30,3,6,kolkata -> bengaluru
spicejet,pune,bengaluru,19-03-2025,08:00,11:48,0,business,50,monsoon,wednesday,0,B787,1535,3.7,15861,228,3,19,8,11,pune -> bengaluru
airasia india,bengaluru,chennai,02-12-2025,07:20,09:44,0,economy,61,summer,tuesday,0,A320,899,3.6,5839,144,12,2,7,9,bengaluru -> chennai
airasia india,kolkata,chennai,25-01-2025,23:40,05:16,2,economy,35,summer,saturday,0,B787,515,3.6,6031,336,1,25,23,5,kolkata -> chennai
airasia india,hyderabad,delhi,25-01-2025,14:20,19:50,0,business,7,summer,saturday,0,ATR72,1925,3.6,20820,330,1,25,14,19,hyderabad -> delhi
airasia india,bengaluru,chennai,01-02-2025,06:30,10:06,0,business,113,summer,saturday,0,B737,2002,4.9,16153,216,2,1,6,10,bengaluru -> chennai
akasa air,delhi,ahmedabad,11-04-2025,21:30,23:30,0,economy,91,monsoon,wednesday,0,B737,1142,4.1,4012,120,4,11,21,23,delhi -> ahmedabad
airasia india,chennai,delhi,17-05-2025,20:20,01:02,0,economy,62,monsoon,saturday,0,A350,1544,4.6,7908,282,5,17,20,1,chennai -> delhi
spicejet,delhi,ahmedabad,11-12-2025,00:45,05:45,0,economy,53,summer,thursday,0,B787,2786,4.2,11259,300,12,11,0,5,delhi -> ahmedabad
indigo,bengaluru,kolkata,13-09-2025,08:50,11:38,0,economy,39,spring,saturday,0,B787,1214,4.2,7614,168,9,13,8,11,bengaluru -> kolkata
indigo,pune,delhi,13-02-2025,09:10,13:52,0,economy,59,summer,thursday,0,B737,2398,4.2,8280,282,2,13,9,13,pune -> delhi
airasia india,kolkata,pune,07-09-2025,12:20,16:38,0,economy,113,spring,sunday,0,B737,1325,4.9,5219,258,9,7,12,16,kolkata -> pune
akasa air,pune,mumbai,13-10-2025,07:40,13:16,0,economy,55,spring,monday,0,B787,2225,4.1,8058,336,10,13,7,13,pune -> mumbai
airasia india,hyderabad,delhi,18-06-2025,19:30,23:00,0,economy,79,winter,wednesday,0,A320,2013,4.5,6757,210,6,18,19,23,hyderabad -> delhi
vistara,pune,delhi,19-10-2025,17:50,00:02,2,economy,97,spring,sunday,0,B737,2189,3.9,12258,372,10,19,17,0,pune -> delhi
air india,delhi,mumbai,01-01-2025,13:50,16:14,0,business,97,summer,wednesday,0,A321,2321,4.7,18579,144,1,1,13,16,delhi -> mumbai
akasa air,pune,kolkata,23-10-2025,09:50,14:56,0,economy,97,spring,thursday,0,B737,2375,3.5,8270,306,10,23,9,14,pune -> kolkata
spicejet,hyderabad,chennai,10-04-2025,23:45,01:51,0,economy,110,monsoon,thursday,0,ATR72,319,4.4,1500,126,4,10,23,1,hyderabad -> chennai
akasa air,delhi,ahmedabad,27-10-2025,03:30,07:24,0,economy,23,spring,monday,0,A320,2210,4.5,8405,234,10,27,3,7,delhi -> ahmedabad
airasia india,delhi,kolkata,03-04-2025,07:50,10:56,2,economy,101,monsoon,thursday,0,A321,1322,4.5,25329,186,4,3,7,10,delhi -> kolkata
air india,ahmedabad,hyderabad,08-07-2025,04:15,07:51,0,economy,29,winter,tuesday,0,ATR72,2596,3.9,10873,216,7,8,4,7,ahmedabad -> hyderabad
vistara,kolkata,pune,19-04-2025,22:40,02:46,0,business,85,monsoon,saturday,0,ATR72,1228,3.5,11459,246,4,19,22,2,kolkata -> pune
indigo,delhi,ahmedabad,14-03-2025,17:50,21:14,1,economy,21,monsoon,friday,0,B787,2378,4.6,12995,204,3,14,17,21,delhi -> ahmedabad
indigo,kolkata,bengaluru,01-09-2025,10:50,16:56,0,economy,3,spring,monday,0,A321,3412,4.4,8153,366,9,1,10,16,kolkata -> bengaluru
air india,bengaluru,pune,19-11-2025,04:40,11:22,2,economy,58,spring,wednesday,0,A350,2085,4.4,11544,402,11,19,4,11,bengaluru -> pune
airasia india,ahmedabad,chennai,17-12-2025,17:20,23:44,0,economy,40,summer,wednesday,1,A320,408,4.1,3812,384,12,17,17,23,ahmedabad -> chennai
